image_id,image_filename,image_path,subset,contains_oil,environment,annotation_filename,num_objects,width,height,source_scene,source_product,timestamp
nc-0029-00-000029,nc-0029-00-000029.jpg,images/nc-0029-00-000029.jpg,nc,0,coast,,0,640,640,S1_20190525_034220_034400_VV_10,S1B_IW_GRDH_1SDV_20190525T034220_20190525T034245_016395_01EDD2_8B9B.SAFE,2019-05-25T03:42:20
nc-0030-00-000030,nc-0030-00-000030.jpg,images/nc-0030-00-000030.jpg,nc,0,coast,,0,640,640,S1_20190525_034220_034400_VV_51,S1B_IW_GRDH_1SDV_20190525T034335_20190525T034400_016395_01EDD2_0888.SAFE,2019-05-25T03:42:20
nc-0031-00-000031,nc-0031-00-000031.jpg,images/nc-0031-00-000031.jpg,nc,0,coast,,0,640,640,S1_20190530_154010_154150_VV_102,S1A_IW_GRDH_1SDV_20190530T154125_20190530T154150_027459_031913_1260.SAFE,2019-05-30T15:40:10
nc-0032-00-000032,nc-0032-00-000032.jpg,images/nc-0032-00-000032.jpg,nc,0,coast,,0,640,640,S1_20190604_035853_040032_VV_4,S1B_IW_GRDH_1SDV_20190604T035943_20190604T040008_016541_01F237_0933.SAFE,2019-06-04T03:58:53
nc-0033-00-000033,nc-0033-00-000033.jpg,images/nc-0033-00-000033.jpg,nc,0,coast,,0,640,640,S1_20190612_034300_034440_VV_17,S1A_IW_GRDH_1SDV_20190612T034300_20190612T034325_027641_031EA9_7D1B.SAFE,2019-06-12T03:43:00
nc-0034-00-000034,nc-0034-00-000034.jpg,images/nc-0034-00-000034.jpg,nc,0,coast,,0,640,640,S1_20190619_033457_033637_VV_16,S1A_IW_GRDH_1SDV_20190619T033457_20190619T033522_027743_0321AE_AA16.SAFE,2019-06-19T03:34:57
nc-0035-00-000035,nc-0035-00-000035.jpg,images/nc-0035-00-000035.jpg,nc,0,coast,,0,640,640,S1_20190619_033457_033637_VV_27,S1A_IW_GRDH_1SDV_20190619T033457_20190619T033522_027743_0321AE_AA16.SAFE,2019-06-19T03:34:57
nc-0036-00-000036,nc-0036-00-000036.jpg,images/nc-0036-00-000036.jpg,nc,0,coast,,0,640,640,S1_20190704_035931_040111_VV_70,S1A_IW_GRDH_1SDV_20190704T040046_20190704T040111_027962_032842_2F14.SAFE;S1A_IW_GRDH_1SDV_20190704T040021_20190704T040046_027962_032842_407B.SAFE,2019-07-04T03:59:31
nc-0037-00-000037,nc-0037-00-000037.jpg,images/nc-0037-00-000037.jpg,nc,0,coast,,0,640,640,S1_20190705_035045_035224_VV_56,S1B_IW_GRDH_1SDV_20190705T035135_20190705T035200_016993_01FF91_128D.SAFE,2019-07-05T03:50:45
nc-0038-00-000038,nc-0038-00-000038.jpg,images/nc-0038-00-000038.jpg,nc,0,coast,,0,640,640,S1_20190705_154012_154152_VV_31,S1A_IW_GRDH_1SDV_20190705T154102_20190705T154127_027984_0328EF_8C32.SAFE,2019-07-05T15:40:12
nc-0039-00-000039,nc-0039-00-000039.jpg,images/nc-0039-00-000039.jpg,nc,0,coast,,0,640,640,S1_20190711_035121_035303_VV_37,S1A_IW_GRDH_1SDV_20190711T035121_20190711T035146_028064_032B5E_8132.SAFE,2019-07-11T03:51:21
nc-0040-00-000040,nc-0040-00-000040.jpg,images/nc-0040-00-000040.jpg,nc,0,coast,,0,640,640,S1_20190712_034223_034403_VV_11,S1B_IW_GRDH_1SDV_20190712T034223_20190712T034248_017095_02029D_48B8.SAFE,2019-07-12T03:42:23
nc-0041-00-000041,nc-0041-00-000041.jpg,images/nc-0041-00-000041.jpg,nc,0,coast,,0,640,640,S1_20190712_034223_034403_VV_38,S1B_IW_GRDH_1SDV_20190712T034248_20190712T034313_017095_02029D_F9A6.SAFE,2019-07-12T03:42:23
nc-0042-00-000042,nc-0042-00-000042.jpg,images/nc-0042-00-000042.jpg,nc,0,coast,,0,640,640,S1_20190723_035122_035304_VV_86,S1A_IW_GRDH_1SDV_20190723T035237_20190723T035304_028239_0330A7_2013.SAFE,2019-07-23T03:51:22
nc-0043-00-000043,nc-0043-00-000043.jpg,images/nc-0043-00-000043.jpg,nc,0,coast,,0,640,640,S1_20190729_035046_035225_VV_67,S1B_IW_GRDH_1SDV_20190729T035046_20190729T035111_017343_0209D6_0255.SAFE,2019-07-29T03:50:46
nc-0044-00-000044,nc-0044-00-000044.jpg,images/nc-0044-00-000044.jpg,nc,0,coast,,0,640,640,S1_20190805_034224_034404_VV_27,S1B_IW_GRDH_1SDV_20190805T034224_20190805T034249_017445_020CF7_1135.SAFE,2019-08-05T03:42:24
nc-0045-00-000045,nc-0045-00-000045.jpg,images/nc-0045-00-000045.jpg,nc,0,coast,,0,640,640,S1_20190806_033501_033641_VV_23,S1A_IW_GRDH_1SDV_20190806T033501_20190806T033526_028443_0336DB_6632.SAFE,2019-08-06T03:35:01
nc-0046-00-000046,nc-0046-00-000046.jpg,images/nc-0046-00-000046.jpg,nc,0,coast,,0,640,640,S1_20190809_035934_040114_VV_47,S1A_IW_GRDH_1SDV_20190809T040049_20190809T040114_028487_03384A_86C8.SAFE,2019-08-09T03:59:34
nc-0047-00-000047,nc-0047-00-000047.jpg,images/nc-0047-00-000047.jpg,nc,0,coast,,0,640,640,S1_20190815_154843_155023_VV_2,S1A_IW_GRDH_1SDV_20190815T154843_20190815T154908_028582_033B99_BA95.SAFE,2019-08-15T15:48:43
nc-0048-00-000048,nc-0048-00-000048.jpg,images/nc-0048-00-000048.jpg,nc,0,coast,,0,640,640,S1_20190817_034225_034405_VV_71,S1B_IW_GRDH_1SDV_20190817T034340_20190817T034405_017620_021260_79A2.SAFE,2019-08-17T03:42:25
nc-0049-00-000049,nc-0049-00-000049.jpg,images/nc-0049-00-000049.jpg,nc,0,coast,,0,640,640,S1_20190828_035124_035306_VV_129,S1A_IW_GRDH_1SDV_20190828T035239_20190828T035306_028764_0341F0_E062.SAFE,2019-08-28T03:51:24
nc-0050-00-000050,nc-0050-00-000050.jpg,images/nc-0050-00-000050.jpg,nc,0,coast,,0,640,640,S1_20190902_035935_040115_VV_16,S1A_IW_GRDH_1SDV_20190902T035935_20190902T040000_028837_03447B_7C6D.SAFE,2019-09-02T03:59:35
nc-0051-00-000051,nc-0051-00-000051.jpg,images/nc-0051-00-000051.jpg,nc,0,coast,,0,640,640,S1_20190903_035048_035227_VV_59,S1B_IW_GRDH_1SDV_20190903T035138_20190903T035203_017868_021A04_85C3.SAFE,2019-09-03T03:50:48
nc-0052-00-000052,nc-0052-00-000052.jpg,images/nc-0052-00-000052.jpg,nc,0,coast,,0,640,640,S1_20190908_154844_155024_VV_7,S1A_IW_GRDH_1SDV_20190908T154844_20190908T154909_028932_0347C3_3FC8.SAFE,2019-09-08T15:48:44
nc-0053-00-000053,nc-0053-00-000053.jpg,images/nc-0053-00-000053.jpg,nc,0,coast,,0,640,640,S1_20190911_033502_033642_VV_37,S1A_IW_GRDH_1SDV_20190911T033527_20190911T033552_028968_034906_3DA3.SAFE,2019-09-11T03:35:02
nc-0054-00-000054,nc-0054-00-000054.jpg,images/nc-0054-00-000054.jpg,nc,0,coast,,0,640,640,S1_20190915_035049_035228_VV_42,S1B_IW_GRDH_1SDV_20190915T035049_20190915T035114_018043_021F77_F12E.SAFE,2019-09-15T03:50:49
nc-0055-00-000055,nc-0055-00-000055.jpg,images/nc-0055-00-000055.jpg,nc,0,coast,,0,640,640,S1_20190920_035859_040038_VV_69,S1B_IW_GRDH_1SDV_20190920T040014_20190920T040038_018116_0221CA_2BF9.SAFE,2019-09-20T03:58:59
nc-0056-00-000056,nc-0056-00-000056.jpg,images/nc-0056-00-000056.jpg,nc,0,coast,,0,640,640,S1_20190920_154844_155024_VV_18,S1A_IW_GRDH_1SDV_20190920T154844_20190920T154909_029107_034DCE_58F5.SAFE,2019-09-20T15:48:44
nc-0057-00-000057,nc-0057-00-000057.jpg,images/nc-0057-00-000057.jpg,nc,0,coast,,0,640,640,S1_20190927_035049_035228_VV_4,S1B_IW_GRDH_1SDV_20190927T035049_20190927T035114_018218_0224DC_62D9.SAFE,2019-09-27T03:50:49
nc-0058-00-000058,nc-0058-00-000058.jpg,images/nc-0058-00-000058.jpg,nc,0,coast,,0,640,640,S1_20191002_154845_155025_VV_12,S1A_IW_GRDH_1SDV_20191002T154845_20191002T154910_029282_0353D1_FBA2.SAFE,2019-10-02T15:48:45
nc-0059-00-000059,nc-0059-00-000059.jpg,images/nc-0059-00-000059.jpg,nc,0,coast,,0,640,640,S1_20191002_154845_155025_VV_79,S1A_IW_GRDH_1SDV_20191002T155000_20191002T155025_029282_0353D1_CB12.SAFE,2019-10-02T15:48:45
nc-0060-00-000060,nc-0060-00-000060.jpg,images/nc-0060-00-000060.jpg,nc,0,coast,,0,640,640,S1_20191005_033503_033643_VV_34,S1A_IW_GRDH_1SDV_20191005T033503_20191005T033528_029318_035507_57C3.SAFE,2019-10-05T03:35:03
nc-0061-00-000061,nc-0061-00-000061.jpg,images/nc-0061-00-000061.jpg,nc,0,coast,,0,640,640,S1_20191016_034227_034407_VV_100,S1B_IW_GRDH_1SDV_20191016T034252_20191016T034317_018495_022D96_AE2A.SAFE,2019-10-16T03:42:27
nc-0062-00-000062,nc-0062-00-000062.jpg,images/nc-0062-00-000062.jpg,nc,0,coast,,0,640,640,S1_20191021_035049_035228_VV_195,S1B_IW_GRDH_1SDV_20191021T035204_20191021T035228_018568_022FC0_BD0E.SAFE,2019-10-21T03:50:49
nc-0063-00-000063,nc-0063-00-000063.jpg,images/nc-0063-00-000063.jpg,nc,0,coast,,0,640,640,S1_20191028_034227_034407_VV_37,S1B_IW_GRDH_1SDV_20191028T034227_20191028T034252_018670_0232F7_69C9.SAFE,2019-10-28T03:42:27
nc-0064-00-000064,nc-0064-00-000064.jpg,images/nc-0064-00-000064.jpg,nc,0,coast,,0,640,640,S1_20191108_035126_035307_VV_22,S1A_IW_GRDH_1SDV_20191108T035126_20191108T035151_029814_03664C_FCC5.SAFE,2019-11-08T03:51:26
nc-0065-00-000065,nc-0065-00-000065.jpg,images/nc-0065-00-000065.jpg,nc,0,coast,,0,640,640,S1_20191109_034227_034407_VV_82,S1B_IW_GRDH_1SDV_20191109T034342_20191109T034407_018845_0238A3_42C2.SAFE,2019-11-09T03:42:27
nc-0066-00-000066,nc-0066-00-000066.jpg,images/nc-0066-00-000066.jpg,nc,0,coast,,0,640,640,S1_20191113_035936_040116_VV_35,S1A_IW_GRDH_1SDV_20191113T040051_20191113T040116_029887_0368D2_0CDF.SAFE,2019-11-13T03:59:36
nc-0067-00-000067,nc-0067-00-000067.jpg,images/nc-0067-00-000067.jpg,nc,0,coast,,0,640,640,S1_20191115_034306_034446_VV_63,S1A_IW_GRDH_1SDV_20191115T034306_20191115T034331_029916_0369D3_7586.SAFE,2019-11-15T03:43:06
nc-0068-00-000068,nc-0068-00-000068.jpg,images/nc-0068-00-000068.jpg,nc,0,coast,,0,640,640,S1_20191120_035126_035307_VV_31,S1A_IW_GRDH_1SDV_20191120T035126_20191120T035151_029989_036C5B_1AC3.SAFE,2019-11-20T03:51:26
nc-0069-00-000069,nc-0069-00-000069.jpg,images/nc-0069-00-000069.jpg,nc,0,coast,,0,640,640,S1_20191121_034227_034407_VV_180,S1B_IW_GRDH_1SDV_20191121T034342_20191121T034407_019020_023E45_2D19.SAFE,2019-11-21T03:42:27
nc-0070-00-000070,nc-0070-00-000070.jpg,images/nc-0070-00-000070.jpg,nc,0,coast,,0,640,640,S1_20191206_155646_155826_VV_0,S1A_IW_GRDH_1SDV_20191206T155646_20191206T155711_030230_0374B1_9DB1.SAFE,2019-12-06T15:56:46
nc-0071-00-000071,nc-0071-00-000071.jpg,images/nc-0071-00-000071.jpg,nc,0,coast,,0,640,640,S1_20191208_035048_035227_VV_36,S1B_IW_GRDH_1SDV_20191208T035048_20191208T035113_019268_02460F_78B1.SAFE,2019-12-08T03:50:48
nc-0072-00-000072,nc-0072-00-000072.jpg,images/nc-0072-00-000072.jpg,nc,0,coast,,0,640,640,S1_20191209_034306_034446_VV_288,S1A_IW_GRDH_1SDV_20191209T034421_20191209T034446_030266_0375E5_4268.SAFE,2019-12-09T03:43:06
nc-0073-00-000073,nc-0073-00-000073.jpg,images/nc-0073-00-000073.jpg,nc,0,coast,,0,640,640,S1_20191209_034306_034446_VV_58,S1A_IW_GRDH_1SDV_20191209T034306_20191209T034331_030266_0375E5_975E.SAFE,2019-12-09T03:43:06
nc-0074-00-000074,nc-0074-00-000074.jpg,images/nc-0074-00-000074.jpg,nc,0,coast,,0,640,640,S1_20191209_034306_034446_VV_63,S1A_IW_GRDH_1SDV_20191209T034306_20191209T034331_030266_0375E5_975E.SAFE,2019-12-09T03:43:06
nc-0075-00-000075,nc-0075-00-000075.jpg,images/nc-0075-00-000075.jpg,nc,0,coast,,0,640,640,S1_20191212_155618_155643_VV_144,S1B_IW_GRDH_1SDV_20191212T155618_20191212T155643_019334_02482D_8FCC.SAFE,2019-12-12T15:56:18
nc-0076-00-000076,nc-0076-00-000076.jpg,images/nc-0076-00-000076.jpg,nc,0,coast,,0,640,640,S1_20191216_033502_033642_VV_134,S1A_IW_GRDH_1SDV_20191216T033527_20191216T033552_030368_037971_A81F.SAFE,2019-12-16T03:35:02
nc-0077-01-000001,nc-0077-01-000001.jpg,images/nc-0077-01-000001.jpg,nc,0,coast,,0,640,640,S1_20190101_034235_034350_VV_15,S1B_IW_GRDH_1SDV_20190101T034235_20190101T034300_014295_01A97E_458A.SAFE,2019-01-01T03:42:35
nc-0078-01-000002,nc-0078-01-000002.jpg,images/nc-0078-01-000002.jpg,nc,0,coast,,0,640,640,S1_20190111_154836_155016_VV_27,S1A_IW_GRDH_1SDV_20190111T154836_20190111T154901_025432_02D14A_E884.SAFE,2019-01-11T15:48:36
nc-0079-01-000003,nc-0079-01-000003.jpg,images/nc-0079-01-000003.jpg,nc,0,coast,,0,640,640,S1_20190118_154008_154148_VV_82,S1A_IW_GRDH_1SDV_20190118T154058_20190118T154123_025534_02D4F3_3A0C.SAFE,2019-01-18T15:40:08
nc-0080-01-000004,nc-0080-01-000004.jpg,images/nc-0080-01-000004.jpg,nc,0,coast,,0,640,640,S1_20190129_154746_154926_VV_2,S1B_IW_GRDH_1SDV_20190129T154746_20190129T154811_014711_01B6D1_4094.SAFE,2019-01-29T15:47:46
nc-0081-01-000005,nc-0081-01-000005.jpg,images/nc-0081-01-000005.jpg,nc,0,coast,,0,640,640,S1_20190130_154007_154147_VV_0,S1A_IW_GRDH_1SDV_20190130T154007_20190130T154032_025709_02DB59_A3E0.SAFE,2019-01-30T15:40:07
nc-0082-01-000006,nc-0082-01-000006.jpg,images/nc-0082-01-000006.jpg,nc,0,coast,,0,640,640,S1_20190210_035926_040106_VV_57,S1A_IW_GRDH_1SDV_20190210T040041_20190210T040106_025862_02E0DD_EBDC.SAFE;S1A_IW_GRDH_1SDV_20190210T040016_20190210T040041_025862_02E0DD_BBED.SAFE,2019-02-10T03:59:26
nc-0083-01-000007,nc-0083-01-000007.jpg,images/nc-0083-01-000007.jpg,nc,0,coast,,0,640,640,S1_20190219_033454_033634_VV_18,S1A_IW_GRDH_1SDV_20190219T033454_20190219T033519_025993_02E57A_9BA8.SAFE,2019-02-19T03:34:54
nc-0084-01-000008,nc-0084-01-000008.jpg,images/nc-0084-01-000008.jpg,nc,0,coast,,0,640,640,S1_20190219_033454_033634_VV_22,S1A_IW_GRDH_1SDV_20190219T033454_20190219T033519_025993_02E57A_9BA8.SAFE,2019-02-19T03:34:54
nc-0085-01-000009,nc-0085-01-000009.jpg,images/nc-0085-01-000009.jpg,nc,0,coast,,0,640,640,S1_20190309_033408_033548_VV_52,S1B_IW_GRDH_1SDV_20190309T033433_20190309T033458_015272_01C939_A199.SAFE,2019-03-09T03:34:08
nc-0086-01-000010,nc-0086-01-000010.jpg,images/nc-0086-01-000010.jpg,nc,0,coast,,0,640,640,S1_20190315_033454_033634_VV_4,S1A_IW_GRDH_1SDV_20190315T033454_20190315T033519_026343_02F229_357D.SAFE,2019-03-15T03:34:54
nc-0087-01-000011,nc-0087-01-000011.jpg,images/nc-0087-01-000011.jpg,nc,0,coast,,0,640,640,S1_20190321_033408_033548_VV_48,S1B_IW_GRDH_1SDV_20190321T033458_20190321T033523_015447_01CEE6_6D57.SAFE;S1B_IW_GRDH_1SDV_20190321T033433_20190321T033458_015447_01CEE6_D58A.SAFE,2019-03-21T03:34:08
nc-0088-01-000012,nc-0088-01-000012.jpg,images/nc-0088-01-000012.jpg,nc,0,coast,,0,640,640,S1_20190325_035117_035258_VV_83,S1A_IW_GRDH_1SDV_20190325T035117_20190325T035142_026489_02F78B_9B72.SAFE,2019-03-25T03:51:17
nc-0089-01-000013,nc-0089-01-000013.jpg,images/nc-0089-01-000013.jpg,nc,0,coast,,0,640,640,S1_20190402_033408_033548_VV_10,S1B_IW_GRDH_1SDV_20190402T033408_20190402T033433_015622_01D4A4_0016.SAFE,2019-04-02T03:34:08
nc-0090-01-000014,nc-0090-01-000014.jpg,images/nc-0090-01-000014.jpg,nc,0,coast,,0,640,640,S1_20190406_035117_035258_VV_208,S1A_IW_GRDH_1SDV_20190406T035117_20190406T035142_026664_02FE02_C5A5.SAFE,2019-04-06T03:51:17
nc-0091-01-000015,nc-0091-01-000015.jpg,images/nc-0091-01-000015.jpg,nc,0,coast,,0,640,640,S1_20190406_035117_035258_VV_48,S1A_IW_GRDH_1SDV_20190406T035117_20190406T035142_026664_02FE02_C5A5.SAFE,2019-04-06T03:51:17
nc-0092-01-000016,nc-0092-01-000016.jpg,images/nc-0092-01-000016.jpg,nc,0,coast,,0,640,640,S1_20190407_034234_034349_VV_29,S1B_IW_GRDH_1SDV_20190407T034259_20190407T034324_015695_01D728_6F12.SAFE,2019-04-07T03:42:34
nc-0093-01-000017,nc-0093-01-000017.jpg,images/nc-0093-01-000017.jpg,nc,0,coast,,0,640,640,S1_20190407_034234_034349_VV_98,S1B_IW_GRDH_1SDV_20190407T034324_20190407T034349_015695_01D728_35B4.SAFE,2019-04-07T03:42:34
nc-0094-01-000018,nc-0094-01-000018.jpg,images/nc-0094-01-000018.jpg,nc,0,coast,,0,640,640,S1_20190408_033454_033634_VV_13,S1A_IW_GRDH_1SDV_20190408T033454_20190408T033519_026693_02FF08_729E.SAFE,2019-04-08T03:34:54
nc-0095-01-000019,nc-0095-01-000019.jpg,images/nc-0095-01-000019.jpg,nc,0,coast,,0,640,640,S1_20190424_154008_154148_VV_74,S1A_IW_GRDH_1SDV_20190424T154123_20190424T154148_026934_0307C2_8DFF.SAFE,2019-04-24T15:40:08
nc-0096-01-000020,nc-0096-01-000020.jpg,images/nc-0096-01-000020.jpg,nc,0,coast,,0,640,640,S1_20190429_154837_155017_VV_81,S1A_IW_GRDH_1SDV_20190429T154927_20190429T154952_027007_030A73_C58E.SAFE,2019-04-29T15:48:37
nc-0097-01-000021,nc-0097-01-000021.jpg,images/nc-0097-01-000021.jpg,nc,0,coast,,0,640,640,S1_20190501_034219_034359_VV_157,S1B_IW_GRDH_1SDV_20190501T034244_20190501T034309_016045_01E2CB_793F.SAFE,2019-05-01T03:42:19
nc-0098-01-000022,nc-0098-01-000022.jpg,images/nc-0098-01-000022.jpg,nc,0,coast,,0,640,640,S1_20190512_035118_035259_VV_49,S1A_IW_GRDH_1SDV_20190512T035118_20190512T035143_027189_0310AB_EEF7.SAFE,2019-05-12T03:51:18
nc-0099-01-000023,nc-0099-01-000023.jpg,images/nc-0099-01-000023.jpg,nc,0,coast,,0,640,640,S1_20190518_035042_035221_VV_0,S1B_IW_GRDH_1SDV_20190518T035042_20190518T035107_016293_01EAA1_8EE8.SAFE,2019-05-18T03:50:42
nc-0100-01-000024,nc-0100-01-000024.jpg,images/nc-0100-01-000024.jpg,nc,0,coast,,0,640,640,S1_20190523_154838_155018_VV_22,S1A_IW_GRDH_1SDV_20190523T154838_20190523T154903_027357_0315EA_5427.SAFE,2019-05-23T15:48:38
